"VH_2017-11-11","VH_2017-11-23","VH_2017-12-05","VH_2017-12-17","VH_2018-01-10","VH_2018-01-22","VH_2018-02-03","VH_2018-02-27","VH_2018-03-11","VH_2018-03-23","VH_2018-04-04","VH_2018-04-16"
0.0333895720541477,0.0169029720127583,0.0257705822587013,0.0350244306027889,0.0268996544182301,0.0197930913418531,0.0237371399998665,0.0217665135860443,0.0279374998062849,0.0249141063541174,0.0189565848559141,0.00759650440886617
0.0325931012630463,0.0300197154283524,0.0310917720198631,0.0372969433665276,0.0422747060656548,0.0332988426089287,0.0337804295122623,0.0175521150231361,0.0107265105471015,0.010335611179471,0.0192803312093019,0.0156050538644195
0.0227646678686142,0.0320864170789719,0.050802543759346,0.0308135114610195,0.0383101478219032,0.0277298744767904,0.039528850466013,0.0618698783218861,0.0434446185827255,0.00948261003941298,0.0137766627594829,0.0204237718135118
0.0417820326983929,0.0365918353199959,0.0335713475942612,0.0359038785099983,0.0348503217101097,0.0321303643286228,0.0313512571156025,0.0192430969327688,0.0147587554529309,0.00721515482291579,0.0153764085844159,0.0197162218391895
0.00868330523371696,0.0241200421005487,0.029844556003809,0.038421992212534,0.0466856621205807,0.0381759628653526,0.0445856563746929,0.0210355632007122,0.00542797520756721,0.00698514841496944,0.00603235978633165,0.00633670063689351
0.0305071827024221,0.0337979346513748,0.039641797542572,0.0343955270946026,0.0121492790058255,0.0171225257217884,0.0164551232010126,0.0166860520839691,0.017987783998251,0.0126026710495353,0.0153768174350262,0.0172731988132
0.0155378812924027,0.0357863456010818,0.0353543646633625,0.0554785020649433,0.0377696603536606,0.0392024777829647,0.0361322723329067,0.0291690323501825,0.00809439364820719,0.00727044604718685,0.00925282202661037,0.00810679793357849
0.040199801325798,0.0306185428053141,0.0374993272125721,0.0258723981678486,0.0313097573816776,0.0501650385558605,0.0392279960215092,0.0287125371396542,0.0377982296049595,0.0273313038051128,0.0190670769661665,0.0235112961381674
0.0523170158267021,0.0393314696848392,0.0283048413693905,0.0287004373967648,0.0277107376605272,0.0250227823853493,0.0355916507542133,0.0254285242408514,0.0355824083089828,0.0359270125627518,0.0225795619189739,0.0123766893520951
0.0260898973792791,0.0280898958444595,0.0417650379240513,0.0260764174163342,0.0417157523334026,0.0298854652792215,0.0275993961840868,0.0234660170972347,0.021157331764698,0.0292842891067266,0.0105370450764894,0.00843591429293156
0.0375267565250397,0.0252275168895721,0.0513913854956627,0.031257402151823,0.0320525504648685,0.0203160066157579,0.0279741082340479,0.0152506465092301,0.0112877329811454,0.0252967160195112,0.0349749512970448,0.0258860569447279
0.0386106260120869,0.031080324202776,0.0378626361489296,0.0355284884572029,0.0314943753182888,0.0188173465430737,0.0222531892359257,0.0191912036389112,0.0158877242356539,0.0148686738684773,0.00911484658718109,0.0129066528752446
0.0437625795602798,0.031514685600996,0.0322247929871082,0.0343404598534107,0.0335654877126217,0.0369861572980881,0.0258698612451553,0.0352278240025043,0.0279409419745207,0.0330649465322495,0.0294411089271307,0.0123206814751029
0.0376319698989391,0.0300612784922123,0.0543900728225708,0.0349207408726215,0.0338975302875042,0.0505255050957203,0.0259528122842312,0.0162216834723949,0.010869337245822,0.0375678054988384,0.0147950183600187,0.0350307412445545
0.0339860692620277,0.0290566254407167,0.0314952284097672,0.0256571788340807,0.0236644800752401,0.01651949621737,0.0233885496854782,0.0195468179881573,0.0171959884464741,0.0234015285968781,0.0213025081902742,0.0257851742208004
0.0595525726675987,0.0472378209233284,0.0505347885191441,0.040937066078186,0.0334997959434986,0.0344561710953712,0.0331091247498989,0.0158200394362211,0.0163107234984636,0.020404327660799,0.0335703417658806,0.0226700007915497
0.0262179095298052,0.0227842796593904,0.0397181212902069,0.0261474829167128,0.0398280769586563,0.0307390224188566,0.0365975275635719,0.0236144419759512,0.0306295789778233,0.019536916166544,0.0186271853744984,0.0234248545020819
0.0325186662375927,0.0425425209105015,0.0325824394822121,0.0339922942221165,0.0331917144358158,0.0221872236579657,0.0186431556940079,0.0123055223375559,0.0104066114872694,0.0115334559231997,0.0138593064621091,0.0107109025120735
0.0391889400780201,0.0246011540293694,0.0312229078263044,0.0308615770190954,0.0328615307807922,0.0348546952009201,0.0327976681292057,0.0362994410097599,0.0376804284751415,0.034555085003376,0.0310406405478716,0.025298710912466
0.0230592023581266,0.0223816093057394,0.022383239120245,0.0317290835082531,0.0344063825905323,0.0170306880027056,0.0223919060081244,0.03355323523283,0.0374535657465458,0.0314536541700363,0.0283571928739548,0.0194832868874073
0.0413207337260246,0.0231376495212317,0.0386881157755852,0.0340651534497738,0.0313101224601269,0.0260065086185932,0.0312764681875706,0.033776193857193,0.0241276156157255,0.019804248586297,0.0277272611856461,0.0263016317039728
0.00692416494712234,0.0271671116352081,0.0362902134656906,0.0502987317740917,0.0278724785894156,0.0349955670535564,0.0497976019978523,0.0544875152409077,0.00912479404360056,0.00940298289060593,0.00725420843809843,0.00542875938117504
0.035423006862402,0.0406429693102837,0.0403403863310814,0.0451294295489788,0.0410925224423409,0.0455058254301548,0.0281003434211016,0.0265992414206266,0.0221276953816414,0.0220446176826954,0.0103612383827567,0.0154388546943665
0.0476578362286091,0.0283218268305063,0.032260000705719,0.024958910420537,0.0308904983103275,0.029248122125864,0.0265730675309896,0.0229179263114929,0.0192552264779806,0.0154270883649588,0.0238798558712006,0.0241112876683474
0.0470414757728577,0.038944810628891,0.0444884784519672,0.038300309330225,0.0366865247488022,0.0268829669803381,0.0412328355014324,0.0335179604589939,0.0277409572154284,0.0216900203377008,0.0266023203730583,0.0155505482107401
0.0283707119524479,0.0326782576739788,0.0320024974644184,0.0286120884120464,0.0318090245127678,0.0382815450429916,0.0310882721096277,0.0283299423754215,0.0229947622865438,0.0235543623566628,0.0127136409282684,0.014591415412724
0.0153920911252499,0.0206650085747242,0.0394693948328495,0.0366635993123055,0.0361701771616936,0.039135530591011,0.0494079068303108,0.0238247998058796,0.019796010106802,0.0152785889804363,0.00681801000609994,0.00871942937374115
0.0440732277929783,0.0332792885601521,0.0371924750506878,0.025547543540597,0.0446733720600605,0.0752754211425781,0.0384230017662048,0.0343539752066135,0.039848230779171,0.0306605361402035,0.0213357545435429,0.0206940062344074
0.0360377505421638,0.0384523868560791,0.0347517505288124,0.0304461773484945,0.0262630172073841,0.0306270364671946,0.0320649854838848,0.024383082985878,0.0191732719540596,0.0115204649046063,0.0128113282844424,0.027764942497015
0.0404036082327366,0.0273209679871798,0.0415074713528156,0.0353601053357124,0.0283501539379358,0.0291875936090946,0.0239895191043615,0.0295396149158478,0.0279212594032288,0.0183749888092279,0.0104120131582022,0.0101462639868259
0.0298691596835852,0.0356276817619801,0.0446418188512325,0.0322190001606941,0.0383074395358562,0.0298246778547764,0.0364940986037254,0.0159016251564026,0.0136516401544213,0.0147408992052078,0.0167740527540445,0.0269317384809256
0.0522794835269451,0.0330774188041687,0.0338869355618954,0.0257834829390049,0.0344027355313301,0.0250193402171135,0.0177387315779924,0.0114344581961632,0.00774866761639714,0.00655418634414673,0.0128642832860351,0.0169736053794622
0.0231350660324097,0.0255996137857437,0.0312065184116364,0.0422208830714226,0.0400808453559875,0.0354985520243645,0.0512327216565609,0.0362449549138546,0.0213696379214525,0.0116963274776936,0.00775795802474022,0.0126001676544547
0.0551705472171307,0.036822397261858,0.0391799807548523,0.0362851358950138,0.0313973091542721,0.0200184136629105,0.0273161791265011,0.0286308657377958,0.026947557926178,0.0218159314244986,0.0324572660028934,0.0208409186452627
0.0117668211460114,0.0207758508622646,0.0363313145935535,0.0464227311313152,0.0515547916293144,0.0264408811926842,0.0311844479292631,0.00759073160588741,0.00983512960374355,0.00775380665436387,0.0101470211520791,0.00685780122876167
0.039899006485939,0.0278724562376738,0.0255533121526241,0.0276208352297544,0.0295433327555656,0.0299416370689869,0.0303469486534595,0.0281655713915825,0.0230135694146156,0.0234458390623331,0.0267983432859182,0.0200211964547634
0.0337753295898438,0.0310984663665295,0.0330906733870506,0.0211210567504168,0.0340125523507595,0.0241052862256765,0.026250472292304,0.0356765501201153,0.0153943877667189,0.0115499086678028,0.0173801276832819,0.0388935133814812
0.00916003528982401,0.0168135929852724,0.0274060573428869,0.0381215065717697,0.0368493869900703,0.042833149433136,0.025767806917429,0.0209496803581715,0.00792297627776861,0.00756428623571992,0.00754972826689482,0.00811116490513086
0.0322915054857731,0.0257103368639946,0.0286227222532034,0.0244764182716608,0.0349919870495796,0.0270316656678915,0.0289097502827644,0.0309458263218403,0.0288310162723064,0.0218601319938898,0.0096312677487731,0.0186066012829542
0.0459758080542088,0.0351818688213825,0.0396871976554394,0.0336122885346413,0.0317380577325821,0.0455706641077995,0.0296820569783449,0.0133301075547934,0.0108679141849279,0.031914260238409,0.0197157207876444,0.0267195533961058
0.0520883947610855,0.0322794318199158,0.0370248183608055,0.0336739346385002,0.0464197583496571,0.040974535048008,0.0317797213792801,0.0274674575775862,0.0277482997626066,0.0246814172714949,0.0135957803577185,0.0176750048995018
0.0226838290691376,0.0238726753741503,0.0189453214406967,0.0316101238131523,0.0227880850434303,0.019593795761466,0.0283604376018047,0.0184477847069502,0.0232732910662889,0.0221492405980825,0.0150986332446337,0.013103598728776
0.0368133001029491,0.0259376782923937,0.0371814854443073,0.0336119830608368,0.0398318618535995,0.0304199270904064,0.0184491686522961,0.011296727694571,0.0144046526402235,0.00833152513951063,0.00683877477422357,0.0079096183180809
0.0149290896952152,0.0261492021381855,0.0361783169209957,0.0309882126748562,0.0361901447176933,0.0403304286301136,0.0456406809389591,0.0203748475760221,0.0127650490030646,0.0121857458725572,0.0116563718765974,0.00750064570456743
0.0408742353320122,0.0383783355355263,0.043574471026659,0.0274046156555414,0.036645632237196,0.0275468304753304,0.0211954303085804,0.0174371916800737,0.00952869188040495,0.01157655287534,0.0281367804855108,0.0189004950225353
0.033722922205925,0.0211949832737446,0.0344270803034306,0.0311432611197233,0.0287778526544571,0.0257961377501488,0.0219661444425583,0.0191657692193985,0.0259608887135983,0.0280051361769438,0.0328826606273651,0.0302447080612183
0.0320210605859756,0.0275102574378252,0.0320274233818054,0.0310902763158083,0.035781804472208,0.028933746740222,0.0325929634273052,0.0348474755883217,0.0279761105775833,0.0142498817294836,0.0178438629955053,0.0192729774862528
0.029618177562952,0.0341855995357037,0.0273344665765762,0.0351313725113869,0.0354577265679836,0.0268296077847481,0.0284815151244402,0.0268357880413532,0.0355581119656563,0.0261006820946932,0.0217884741723537,0.0110888732597232
0.0355011448264122,0.0281818769872189,0.0302252732217312,0.0305943544954062,0.0135079072788358,0.0107508348301053,0.0135034024715424,0.00701406085863709,0.00552971474826336,0.00592239433899522,0.0080744968727231,0.0119332829490304
0.0350331366062164,0.0422346778213978,0.0462287776172161,0.0274486988782883,0.0282022003084421,0.0299067720770836,0.0324700586497784,0.0243736114352942,0.0170800425112247,0.0227662846446037,0.00815366208553314,0.0128412945196033
0.0313849747180939,0.0320307575166225,0.0342106632888317,0.0470662452280521,0.0309275407344103,0.0278752185404301,0.031701285392046,0.0204857103526592,0.0254338458180428,0.0189218670129776,0.017910361289978,0.0133463814854622
