"Latitude","Longitude","20171002","20171007","20171022","20171027","20171101","20171121","20171201","20171206","20171211","20171226","20180110","20180115","20180120","20180130","20180209","20180214","20180301","20180306","20180311","20180326","20180331","20180405","20180410","20180415","20180420","20180425","20180430"
28.149719,77.777076,0.530585456,0.436424351,0.152757443,0.154422789,0.160158181,NA,0.259902333,0.223674828,NA,0.517836594,0.823095823,0.829329329,0.882149047,0.858829198,0.891571368,0.889025389,0.879064235,0.876380729,0.825075599,0.597194389,0.487274655,NA,0.19200539,0.170790878,0.150865312,0.155035336,0.1552
28.150003,77.777554,0.446564885,0.387722132,0.160839161,0.171980676,0.183057449,NA,NA,0.334813718,NA,0.559076262,0.819775404,0.825496849,0.870352717,0.840980062,0.858658839,0.861815031,0.804715302,0.824169987,0.702012764,0.530453448,0.320883745,0.253888742,0.138823529,0.166787352,0.120484137,0.141987389,0.159040426
28.149295,77.777393,0.487133984,0.233763295,0.154467441,0.164260826,0.158925433,NA,0.165586329,0.222805344,NA,NA,0.778507463,0.796548117,0.862411719,0.850148368,0.891072191,0.878570002,0.880625118,0.889782403,0.837813212,0.60855975,0.536160824,0.325215627,0.1942194,0.187627812,0.212031069,0.160389898,0.155012446
28.149655,77.777902,0.492416582,0.232354918,0.165432099,0.159498648,0.170578272,NA,0.183290708,0.322765302,NA,NA,0.56742671,0.582833133,0.665843113,0.692084662,0.820519549,0.812810328,0.848309975,0.869957537,0.808908046,0.594791667,0.51417004,0.304466977,0.175418994,0.194211729,NA,0.149289617,0.166021407
28.148755,77.780996,0.731765835,0.708788599,0.533381889,NA,NA,0.277856135,0.273576642,NA,NA,NA,0.633847122,0.697242206,0.759649123,0.772751184,0.787091797,0.8218024,0.823955172,0.845051006,0.783172284,0.588315588,0.472972973,0.326554329,0.224190881,0.200635257,NA,0.172052799,0.188071188
28.149976,77.781709,0.718399219,0.70795617,0.544046467,NA,NA,NA,NA,NA,NA,NA,0.713301537,0.775,0.820706456,0.796985398,0.77823882,0.823490957,0.809546093,0.829748002,0.714929577,NA,0.342991914,0.229753016,0.199168207,0.16874711,NA,0.157532775,0.224443819
28.149277,77.782047,0.728951787,0.693313953,0.543462201,NA,NA,0.267757009,0.208747515,NA,NA,NA,0.559585492,0.634734666,0.73549001,0.77630854,0.79336596,0.860756324,0.880817014,0.883673469,0.836907954,0.64362851,0.570983281,NA,0.271322109,0.177703912,NA,0.159250056,0.151482768
28.15249,77.780949,0.57253048,0.328982726,0.235162874,0.21512792,NA,NA,0.187518934,NA,NA,NA,0.784147412,0.823754789,0.855648536,0.856921488,0.876506765,0.884717314,0.890330682,0.899828976,0.871106852,0.622240849,0.544103699,NA,NA,0.185163721,0.177625961,0.169499106,0.163146998
28.152112,77.781207,0.541497976,0.285411447,0.211407316,0.207161125,NA,NA,0.167076167,NA,NA,NA,0.764142472,0.803340517,0.849863014,0.860366339,0.861007694,0.888813559,0.891304348,0.90835851,0.865924492,0.605744861,0.523901809,NA,NA,0.180482069,0.161887559,0.168929446,0.154004955
28.150606,77.782306,0.362041467,0.340039254,0.20661986,NA,NA,NA,NA,NA,NA,NA,0.679840773,0.724698626,0.785388128,0.788767812,0.777270421,0.834087481,0.824392591,0.834373227,0.712513484,0.447460875,0.292935839,0.229109159,0.17621048,0.168605978,NA,0.140156919,0.155096012
28.150276,77.782634,0.465217391,0.444771723,0.205445545,NA,NA,NA,NA,NA,NA,NA,0.706862468,0.750486246,0.807703617,0.802738195,0.792144425,0.85717675,0.831123517,0.84070325,0.732142857,0.561034275,0.33835058,0.245791246,0.169450011,0.167395809,0.031756607,0.156673114,0.163882619
28.151195,77.783284,0.612300123,0.408873423,0.199908613,0.173689139,0.160822249,NA,0.141147675,NA,0.213303326,NA,0.529484029,0.587465774,0.64556962,0.659025033,0.677794638,0.769610532,0.69261477,0.74475424,0.657112527,NA,0.288639551,0.240405117,0.189414359,0.175097276,NA,0.144527681,0.142730888
28.150926,77.783461,0.594887469,0.553288591,0.212304589,0.182209469,0.169729207,NA,0.157526254,NA,NA,NA,0.544580709,0.624292008,0.705024311,0.739130435,0.790788013,0.833285592,0.860398177,0.856521739,0.83501006,0.552213394,NA,NA,0.222028986,0.189246178,NA,0.156278229,0.167773084
