"Latitude","Longitude","20170515","20170527","20170608","20170702","20170714","20170726","20170807","20170819","20170831","20170912","20170924","20171006","20171018","20171111"
28.154384,77.785188,0.073130198,0.081576295,0.101070046,0.029647604,0.055810258,0.12705785,0.138881549,0.05937345,0.071449071,0.079719484,0.173120782,0.093365736,0.045673586,0.173139557
28.154015,77.784587,0.127948672,0.150235251,0.148596913,0.032110345,0.047873531,0.124383673,0.142950818,0.133785442,0.092959836,0.089711346,0.117335409,0.072262794,0.022564163,0.293929547
28.15376,77.784265,0.072592936,0.150212601,0.080633886,0.019012863,0.090201877,0.141792372,0.154438436,0.148704454,0.08420337,0.095022827,0.079500161,0.073877014,0.036307722,0.209361911
28.152124,77.78625,0.062927291,0.059117027,0.09327852,0.093161426,0.073124699,0.108101636,0.137257323,0.102959253,0.113776885,0.153325036,0.127695769,0.069390275,0.059677444,0.128326997
28.152384,77.783965,0.025325317,0.033923469,0.047235519,0.060316354,0.039682098,0.116631888,0.166523814,0.063969396,0.125046849,0.047537804,0.16449973,0.105105996,0.067157544,0.179005355
28.152625,77.783573,0.022043627,0.060716379,0.057575978,0.055230338,0.049533952,0.098265588,0.230052218,0.125260085,0.197479129,0.09030015,0.119518772,0.090799607,0.052317396,0.232039884
28.151944,77.783407,0.040647838,0.034719545,0.049923439,0.024935629,0.085919894,0.051425364,0.157854393,0.063944168,0.128690511,0.122794293,0.147748187,0.117330171,0.037910569,0.187721401
28.15227,77.782897,0.028253378,0.039633587,0.044324383,0.023088019,0.063837394,0.116770819,0.124815837,0.086516052,0.129719064,0.123415321,0.116286702,0.086278863,0.029345745,0.160238504
28.152573,77.78264,0.045406092,0.044722285,0.07808397,0.032694649,0.037315913,0.111321017,0.160753831,0.123033658,0.153800458,0.096085235,0.142062306,0.096445642,0.057759937,0.090675727
28.152999,77.782415,0.035622753,0.059900481,0.078405805,0.089282416,0.053424671,0.117394492,0.149820819,0.121838391,0.12995775,0.093272001,0.107159093,0.120233856,0.067391239,0.070787348
28.152895,77.781878,0.068048984,0.077230304,0.093814641,0.039043639,0.081335589,0.120520011,0.234334752,0.082176298,0.287903517,0.118258089,0.134190455,0.12102627,0.035459399,0.171187729
28.155486,77.775881,0.08215417,0.077735543,0.100307859,0.098778464,0.081815638,0.121223062,0.139066726,0.086850904,0.095303588,0.124951251,0.118659481,0.075455047,0.06069481,0.131269693
28.151755,77.774572,0.031431977,0.074750386,0.07151743,0.068764411,0.073606975,0.174731314,0.150691241,0.0748595,0.135547131,0.122498281,0.073888749,0.029840592,0.034383889,0.160167724
28.152157,77.774384,0.043160331,0.048812501,0.079190128,0.078486159,0.067622639,0.139007851,0.111301661,0.076325111,0.085021995,0.128398687,0.122709855,0.047429323,0.03720434,0.143587798
28.152833,77.773188,0.061529908,0.083511651,0.036153451,0.039151065,0.127547488,0.210643008,0.152087137,0.094953008,0.083273731,0.119717523,0.107986495,0.125821322,0.060476251,0.178765014
28.152384,77.773553,0.063668415,0.181552306,0.132943019,0.060484909,0.133838296,0.162372142,0.115240574,0.101630352,0.096035019,0.088898532,0.086742051,0.095212117,0.069525376,0.225755632
28.153386,77.780221,0.050776679,0.051802486,0.113721661,0.059758224,0.093626738,0.123835869,0.129343376,0.137312338,0.136336431,0.125133857,0.113978758,0.072600678,0.069757745,0.147314131
28.152303,77.781079,0.057642277,0.101337031,0.06624233,0.020978112,0.062981434,0.148638099,0.192131937,0.09917812,0.229096949,0.100234918,0.090653606,0.055400185,0.034822971,0.205409735
28.153727,77.780778,0.039893493,0.064358592,0.072056636,0.076449141,0.082485184,0.205295891,0.173217118,0.097801432,0.119201444,0.114679612,0.086810969,0.086718574,0.077660881,0.128724456
28.154824,77.78154,0.032356698,0.064859226,0.041825086,0.092902221,0.159142733,0.150920376,0.113439381,0.109658435,0.140473872,0.132891178,0.172181681,0.058855068,0.058748387,0.047973018
28.149938,77.790901,0.037386227,0.047512859,0.056680143,0.125639543,0.111026108,0.082594238,0.17940259,0.126106426,0.119918749,0.108375065,0.121114373,0.060308717,0.054325551,0.078028835
28.152393,77.79302,0.079563946,0.110779107,0.085431099,0.119185813,0.111735314,0.207404733,0.129847124,0.120040759,0.153007612,0.097587012,0.146057934,0.133742243,0.078391112,0.115447111
28.15104,77.794511,0.084660769,0.096644491,0.070842072,0.028910024,0.111649677,0.156754062,0.191321492,0.120657355,0.177859306,0.079294249,0.145237148,0.10656289,0.097055346,0.235495761
28.149825,77.794071,0.108091943,0.041217003,0.069400378,0.023201272,0.173173636,0.178935736,0.139860839,0.071805395,0.129342183,0.093720876,0.215612084,0.072729543,0.049974516,0.076377176
28.151769,77.795729,0.056460012,0.052632473,0.065848745,0.05182685,0.098849885,0.246623054,0.11367467,0.064304821,0.094776094,0.136788577,0.099476427,0.055007212,0.072605275,0.106847368
28.150624,77.798223,0.055774298,0.082464032,0.070786379,0.065867409,0.132453933,0.12787053,0.121133782,0.142137542,0.151973903,0.123731948,0.195700735,0.096781455,0.0708756,0.160249472
28.15044,77.797945,0.039733347,0.079439729,0.06441807,0.063431405,0.153748021,0.15977554,0.127223551,0.126473248,0.11440596,0.123895459,0.1816459,0.108621784,0.0553945,0.219106525
28.150553,77.798996,0.043814454,0.056464449,0.065376006,0.043208629,0.115163185,0.111620605,0.154459,0.086067848,0.119629122,0.194845647,0.109102219,0.075939007,0.124233857,0.083588935
28.149863,77.798685,0.029515401,0.078001894,0.04140665,0.06508977,0.177249551,0.070333324,0.156482562,0.097896166,0.093359552,0.120860465,0.147901386,0.075009137,0.100850135,0.09865275
28.149035,77.784796,0.042070754,0.079147525,0.067828894,0.048509665,0.065426663,0.089328811,0.118937083,0.100192547,0.094888046,0.083549701,0.147863418,0.066948853,0.07199619,0.109491028
28.146632,77.787892,0.052085221,0.056520212,0.055994369,0.062422518,0.143433914,0.138004318,0.20387724,0.076393619,0.158918858,0.171233743,0.133887306,0.085815683,0.093018815,0.146578968
28.146443,77.788299,0.024952361,0.042131677,0.054940335,0.037557021,0.045406152,0.178410962,0.142953873,0.087462991,0.106329113,0.110771053,0.089430496,0.08293058,0.065087795,0.229838416
28.14789,77.787527,0.089289524,0.083454408,0.095734276,0.081231505,0.16866748,0.135207206,0.211559668,0.085667722,0.131978229,0.126553386,0.202976838,0.081456132,0.067954011,0.110236391
28.14755,77.790397,0.062852539,0.032693028,0.070578292,0.084681869,0.116491005,0.161477774,0.089487292,0.078585066,0.072906487,0.095759735,0.120487906,0.061075971,0.0691007,0.048044868
28.14815,77.791191,0.090044633,0.101072639,0.083781824,0.047753859,0.097398415,0.166806594,0.095477961,0.091051362,0.136481449,0.078460626,0.067714758,0.059344131,0.058351837,0.13575007
28.149182,77.790188,0.080251358,0.061184842,0.084038928,0.10346657,0.126520053,0.106979743,0.187594369,0.086526506,0.105349071,0.059996486,0.136616558,0.09737736,0.08011359,0.096796125
28.149295,77.788696,0.044978116,0.026485179,0.031636797,0.032254092,0.138142124,0.142113283,0.136342347,0.055263173,0.093675487,0.062035631,0.099954784,0.056230851,0.037648976,0.068356626
28.14956,77.788337,0.080953561,0.042914443,0.034659188,0.047391064,0.117603242,0.140627295,0.157441705,0.096818455,0.137237251,0.08806216,0.142658442,0.067135058,0.038664099,0.072912082
28.149238,77.787935,0.06972412,0.048657916,0.032370232,0.069297969,0.078269064,0.140504211,0.15918225,0.094489671,0.142249778,0.088663064,0.088791519,0.066337243,0.033645235,0.081390478
28.148959,77.788315,0.075325377,0.02993302,0.033266671,0.061240621,0.108215742,0.107727021,0.129527301,0.114404395,0.126424223,0.05315882,0.066546582,0.050445639,0.03093853,0.07905972
28.149196,77.78743,0.043715835,0.102004744,0.060706802,0.078507967,0.070874162,0.127551466,0.093029022,0.126050234,0.159076571,0.129146487,0.122138798,0.090248801,0.103738822,0.08134681
28.150132,77.779909,0.047844648,0.057360683,0.135168388,0.029426398,0.073155656,0.160200566,0.132395461,0.131055623,0.176958889,0.07473366,0.215038791,0.056128014,0.045087524,0.040302556
28.149607,77.779132,0.029890949,0.074242897,0.114176817,0.026605727,0.091151066,0.164434776,0.085376568,0.094576843,0.125370428,0.132613614,0.280653983,0.08527039,0.028307289,0.042949498
