"Latitude","Longitude","CType","SampleYear","SowingPeriod","HarvestingPeriod","Others","Index"
28.163514,77.773397,"Habitation",2017,NA,NA,NA,7
28.125806,77.80479,"Habitation",2017,NA,NA,NA,7
28.134207,77.785728,"Habitation",2017,NA,NA,NA,7
28.193092,77.791965,"Habitation",2017,NA,NA,NA,7
28.125061,77.824535,"Habitation",2017,NA,NA,NA,7
28.162918,77.775983,"Habitation",2017,NA,NA,NA,7
28.127522,77.805369,"Habitation",2017,NA,NA,NA,7
28.152721,77.790432,"Habitation",2017,NA,NA,NA,7
28.163004,77.773633,"Habitation",2017,NA,NA,NA,7
28.166743,77.758553,"Habitation",2017,NA,NA,NA,7
28.158325,77.782972,"Habitation",2017,NA,NA,NA,7
28.167151,77.760302,"Habitation",2017,NA,NA,NA,7
28.167948,77.759862,"Habitation",2017,NA,NA,NA,7
28.168285,77.757008,"Habitation",2017,NA,NA,NA,7
28.16825,77.756644,"Habitation",2017,NA,NA,NA,7
28.124216,77.824171,"Habitation",2017,NA,NA,NA,7
28.163897,77.773236,"Habitation",2017,NA,NA,NA,7
28.152818,77.790615,"Habitation",2017,NA,NA,NA,7
28.167337,77.759787,"Habitation",2017,NA,NA,NA,7
28.12312,77.825432,"Habitation",2017,NA,NA,NA,7
28.192689,77.792351,"Habitation",2017,NA,NA,NA,7
28.162103,77.775189,"Habitation",2017,NA,NA,NA,7
28.171853,77.767684,"Habitation",2017,NA,NA,NA,7
28.166089,77.757674,"Habitation",2017,NA,NA,NA,7
28.209064,77.766095,"Habitation",2017,NA,NA,NA,7
28.169368,77.760334,"Habitation",2017,NA,NA,NA,7
28.16296,77.773944,"Habitation",2017,NA,NA,NA,7
28.122622,77.825453,"Habitation",2017,NA,NA,NA,7
28.152242,77.790894,"Habitation",2017,NA,NA,NA,7
28.16723,77.758092,"Habitation",2017,NA,NA,NA,7
28.161907,77.77565,"Habitation",2017,NA,NA,NA,7
28.207022,77.766095,"Habitation",2017,NA,NA,NA,7
28.168335,77.757727,"Habitation",2017,NA,NA,NA,7
28.208301,77.766203,"Habitation",2017,NA,NA,NA,7
28.126372,77.804446,"Habitation",2017,NA,NA,NA,7
28.130588,77.793202,"Habitation",2017,NA,NA,NA,7
28.16573,77.759219,"Habitation",2017,NA,NA,NA,7
28.152232,77.79025,"Habitation",2017,NA,NA,NA,7
28.126814,77.804232,"Habitation",2017,NA,NA,NA,7
28.167897,77.759304,"Habitation",2017,NA,NA,NA,7
28.162685,77.775886,"Habitation",2017,NA,NA,NA,7
28.163192,77.772979,"Habitation",2017,NA,NA,NA,7
28.127349,77.804189,"Habitation",2017,NA,NA,NA,7
28.210392,77.7641,"Habitation",2017,NA,NA,NA,7
28.163415,77.77506,"Habitation",2017,NA,NA,NA,7
28.169255,77.760731,"Habitation",2017,NA,NA,NA,7
28.186828,77.774693,"Habitation",2017,NA,NA,NA,7
