"VH_2017-05-15","VH_2017-05-27","VH_2017-06-08","VH_2017-07-02","VH_2017-07-14","VH_2017-07-26","VH_2017-08-07","VH_2017-08-19","VH_2017-08-31","VH_2017-09-12","VH_2017-09-24","VH_2017-10-06","VH_2017-10-18"
0.02678193,0.046197038,0.049636588,0.048147436,0.042080309,0.041086193,0.055073835,0.038121428,0.047538403,0.048687961,0.060561314,0.048266836,0.04176503
0.01130021,0.029679399,0.055143554,0.04035303,0.031838335,0.06668555,0.052145645,0.039945491,0.045554444,0.062723011,0.080018692,0.050950546,0.043786053
0.044810455,0.037060574,0.071448073,0.058407206,0.050012957,0.043430623,0.057917297,0.043277673,0.065118939,0.068380944,0.077884175,0.053793993,0.042418603
0.017000841,0.04994268,0.043611437,0.026726777,0.042031635,0.037580427,0.045658469,0.031576324,0.048467603,0.052133854,0.041936677,0.029803067,0.023306875
0.041031606,0.0232748,0.028908746,0.052723687,0.041880984,0.049396243,0.058256697,0.033202421,0.057915933,0.04708996,0.058271978,0.036001656,0.038621556
0.021983277,0.031778123,0.029411733,0.094865866,0.04776299,0.042344905,0.055619311,0.051563174,0.04572076,0.05087046,0.05161934,0.0433347,0.051637318
0.011697941,0.030845327,0.043530613,0.074848071,0.044497594,0.049857385,0.058033131,0.049703989,0.047438841,0.048233837,0.054485369,0.042375512,0.034413137
0.022449788,0.028771892,0.034936801,0.048694681,0.04584568,0.040591441,0.077600054,0.045551617,0.054476921,0.049442809,0.060080759,0.055624988,0.035819717
0.006721179,0.009685675,0.019485734,0.050455634,0.059836037,0.044165105,0.049991775,0.040745668,0.040302839,0.049849007,0.05864998,0.033611298,0.034377903
0.029061742,0.032865018,0.024444416,0.024616679,0.022738317,0.047269691,0.058517687,0.040198307,0.059799001,0.055099167,0.067840435,0.044014283,0.031772356
0.038727626,0.050006721,0.061057206,0.030292409,0.036950465,0.03817552,0.050893642,0.049009394,0.058873165,0.059287671,0.078238033,0.061275005,0.048761573
0.012417668,0.016328342,0.019075714,0.052551184,0.038748641,0.047417194,0.092927486,0.05736158,0.060220193,0.057551727,0.072419055,0.053876132,0.045186821
0.006512848,0.012668799,0.022627043,0.041699801,0.040746123,0.043082569,0.056960173,0.034901172,0.048163127,0.05228268,0.051326595,0.041724321,0.042655557
0.045427512,0.03548098,0.04364346,0.039520964,0.034126788,0.049963746,0.062168684,0.035189822,0.04696035,0.056769099,0.06521377,0.047999311,0.037480395
0.026556849,0.033280615,0.028126262,0.044476409,0.035053112,0.035939626,0.044599775,0.035673428,0.044999238,0.046923671,0.032087207,0.047079254,0.056752469
0.011016652,0.026431667,0.040950067,0.03084657,0.025799468,0.042333812,0.052182663,0.044000305,0.068379499,0.039106827,0.056870706,0.035595223,0.022582982
0.071125455,0.040481679,0.036387466,0.04863897,0.0317568,0.044212453,0.060743295,0.043955982,0.048886832,0.05347937,0.063094422,0.047750223,0.044138607
0.040662389,0.043090343,0.038601521,0.040238738,0.039882235,0.040430401,0.052240271,0.049788333,0.060547229,0.06175587,0.054320071,0.065543652,0.062255032
0.035791807,0.043148138,0.054424103,0.042580839,0.045164756,0.054610517,0.043289028,0.050840192,0.051087666,0.061209735,0.068111919,0.035443414,0.056411307
0.025495317,0.028910872,0.031534337,0.039594579,0.021442503,0.047610946,0.055070102,0.037309784,0.065396316,0.060180534,0.066890568,0.057445787,0.038411543
0.022879722,0.027982933,0.033009157,0.042880014,0.051058073,0.047317881,0.063505329,0.046296183,0.052759517,0.041660961,0.038807776,0.050216317,0.061589424
0.020739935,0.029584615,0.03736265,0.046667222,0.029000187,0.038419295,0.030425761,0.029165812,0.039166179,0.054269727,0.036824577,0.026565911,0.017055074
0.032770548,0.037923671,0.029895548,0.044693746,0.044624653,0.065333344,0.048913363,0.039458636,0.033545021,0.077043198,0.061001472,0.050613511,0.037712373
0.011340986,0.061327662,0.03928503,0.067078248,0.038221598,0.050521761,0.052574717,0.045070373,0.03871052,0.056121092,0.050111778,0.045648862,0.029461287
0.021004559,0.042456239,0.045704432,0.043888316,0.041958079,0.068221144,0.060254451,0.032327164,0.04011137,0.060435034,0.05528697,0.038958538,0.04695493
0.008334795,0.019881038,0.022170827,0.014326758,0.013566164,0.016487597,0.046924703,0.035972044,0.03807772,0.049272861,0.065267026,0.024905929,0.014244279
0.011673271,0.016358545,0.018367412,0.026785385,0.015446482,0.023717618,0.032800563,0.035887461,0.051077966,0.073914163,0.059868112,0.034361567,0.038921598
0.038908005,0.06454926,0.046712488,0.016668128,0.012961798,0.021382878,0.035937972,0.022402825,0.041952558,0.048907936,0.054480206,0.018920233,0.014332748
0.011260413,0.006408508,0.006866299,0.015002547,0.014103959,0.032390136,0.026825599,0.021413315,0.04027988,0.024601303,0.023088662,0.02174749,0.0079762
0.006833818,0.008762732,0.012970122,0.013112732,0.010295913,0.022181682,0.040945571,0.048334405,0.039497647,0.046901628,0.046157841,0.043470155,0.030588191
0.021300092,0.027278705,0.022720549,0.032387409,0.029557575,0.048452456,0.065550596,0.05462113,0.056476612,0.060895637,0.064104356,0.056653239,0.0191637
0.016601721,0.01356098,0.011585711,0.014287469,0.013098071,0.030238014,0.027149599,0.039730534,0.041942157,0.0277832,0.046936732,0.031302623,0.013089822
0.011287012,0.017697632,0.019240152,0.013500898,0.008780372,0.017971888,0.030266903,0.020761568,0.048767343,0.039641846,0.038118146,0.017524712,0.010794408
0.009796649,0.018095085,0.023208724,0.030861977,0.031880103,0.026084417,0.042648844,0.031223709,0.047095478,0.038175311,0.046322994,0.025733817,0.031885371
0.0187243,0.020934358,0.018920284,0.020669194,0.016192684,0.028823959,0.053943716,0.039908156,0.037057366,0.043337636,0.050883193,0.036676507,0.029006146
0.014051988,0.018877732,0.024550473,0.013447356,0.021502817,0.019135462,0.027571423,0.032409053,0.027848115,0.046736732,0.039913133,0.037584566,0.01718181
0.037664175,0.040790122,0.051047049,0.018018141,0.015546856,0.012960664,0.011479645,0.032320138,0.028796254,0.032461237,0.045723483,0.042732779,0.04444978
0.013566639,0.016062304,0.009866294,0.013225456,0.012799976,0.019389998,0.03259255,0.031830981,0.035791859,0.028383825,0.049453449,0.03278821,0.024920203
0.019167846,0.031914469,0.018993653,0.023231691,0.024839638,0.028542412,0.059459705,0.042973384,0.05621038,0.056397639,0.045288935,0.046351105,0.012983567
0.022649808,0.022157582,0.018929681,0.034349103,0.023013735,0.049627874,0.037350006,0.029464932,0.033982664,0.037605796,0.051782288,0.06087859,0.028051062
0.019984737,0.028424526,0.048966959,0.024589721,0.026194759,0.040920567,0.042015009,0.029320767,0.035556719,0.04345778,0.05696553,0.039787289,0.021422781
0.026816834,0.02473601,0.017472431,0.01073156,0.008841421,0.019305985,0.030735638,0.027969668,0.037772696,0.043636125,0.030513939,0.012591573,0.012229647
0.010086211,0.014329029,0.016448144,0.013128722,0.013817162,0.016788352,0.026339199,0.031006502,0.037894297,0.03604221,0.048441537,0.028194837,0.022865886
0.0155135,0.014810486,0.024697728,0.021001738,0.030441368,0.020467959,0.032490809,0.031406555,0.036337964,0.029547703,0.044528458,0.035007611,0.026748756
0.010321165,0.00844869,0.008432121,0.006998915,0.00955887,0.009832811,0.016134566,0.024153173,0.034171037,0.028828371,0.062883623,0.05022157,0.01127177
0.006858209,0.007311418,0.016227793,0.007625308,0.010614697,0.009323934,0.018858651,0.027734974,0.030967858,0.041249476,0.050152313,0.029350685,0.011190326
0.022362601,0.013535791,0.020321731,0.023720957,0.008305412,0.014723941,0.028734339,0.032304391,0.032644149,0.033139776,0.053773429,0.018950347,0.010173183
0.02004372,0.021467293,0.018120341,0.013308974,0.014277675,0.016007952,0.026053783,0.032434925,0.039462909,0.033593666,0.05000928,0.044017538,0.018166283
0.008502575,0.014175347,0.013429395,0.028182764,0.022083653,0.024933551,0.04105188,0.022065105,0.024456138,0.030015182,0.031800862,0.026297685,0.024293153
0.010693077,0.013557744,0.01900111,0.009375494,0.011072419,0.013550129,0.024424732,0.021868924,0.042324699,0.053359501,0.034509581,0.040884629,0.010566465
0.010730106,0.014115999,0.010080867,0.015909694,0.019474169,0.033352271,0.031303909,0.02981252,0.036181774,0.03180312,0.039024748,0.040299412,0.013707223
0.014395588,0.00721946,0.026335282,0.01412497,0.008027661,0.008869452,0.025006566,0.029547606,0.041433983,0.027793219,0.055005368,0.030593457,0.014670358
0.006699995,0.009325743,0.02367001,0.026540892,0.011114487,0.020367559,0.024009513,0.024202537,0.043643914,0.038263783,0.035440437,0.033534687,0.024537748
0.039294437,0.060252029,0.051569149,0.015716879,0.008490108,0.01925195,0.034765854,0.034518041,0.024537772,0.045370683,0.045027353,0.019464919,0.010671349
0.005889573,0.011216294,0.0125305,0.012161032,0.008648319,0.010014423,0.022721898,0.023431776,0.029642066,0.040784758,0.037063494,0.024330886,0.014600622
0.023139127,0.027725816,0.040838592,0.010220049,0.007084756,0.014026046,0.025765523,0.022596743,0.033728801,0.022071017,0.052687902,0.024838261,0.006495964
0.010152154,0.020878755,0.015785033,0.027139075,0.018281637,0.035008479,0.043947507,0.038143065,0.044511221,0.049092032,0.043068379,0.028560247,0.013699098
