4069,8139,8238,8338,2270,1730,1672,4525,5369,6213,7484,6810,6136,5072
2972,5944,4769,3595,2622,3027,3764,6086,7233,7233,7233,6241,5250,6979
2407,4815,5034,5254,1390,2348,3807,6579,7111,7111,7111,6917,6724,7019
4074,8148,7635,7123,1935,1344,1560,5488,7351,7351,7351,6075,4800,1628
2510,5020,3613,2206,2225,3645,4772,6631,7311,7311,7311,7178,7045,7897
2833,5667,3765,1864,2542,4031,4834,6591,7458,7458,7458,7306,7155,8038
2965,5930,4121,2312,2894,3447,3962,6540,7679,7679,7679,219,6757,6612
2239,4479,4534,4590,2082,2251,3341,6069,7546,7546,7546,7327,7109,8063
2850,5701,4162,2624,2718,3495,4832,6571,7524,7524,7524,7219,6915,7319
3556,7113,7695,8277,2829,1967,2173,2940,5371,5371,5371,6410,7449,8272
3991,7983,7944,7906,2333,1470,1493,1750,6667,6667,6667,7175,7684,8438
4072,8144,8104,8064,2465,1730,1388,2074,5563,5563,5563,6085,6608,7360
3090,6180,3811,6760,2835,2955,3729,5458,7162,7162,7162,7069,6976,7948
4025,8051,8269,8488,2638,1523,1704,2145,3020,3895,7000,6567,6134,3921
2953,5907,5957,6008,3049,2507,2891,4895,7278,7278,7278,6757,6236,7625
4006,8013,7013,6014,1810,1447,1527,5734,5734,5734,5168,5587,6006,3168
3731,7462,4696,1931,1183,1686,3350,6596,7582,7582,7582,7448,7314,8507
2862,5724,4128,2532,3012,3248,4081,6380,7684,7684,7684,7379,7075,7894
3178,6357,7464,8572,5121,2003,2138,5479,7137,7137,7137,6800,6464,7142
2313,4626,4570,4515,4605,4107,4418,6514,7426,7426,7426,7423,7420,6831
951,1902,1417,932,1053,1517,2460,5015,7266,7266,7266,7244,7223,8109
3102,6205,4308,2411,2212,2874,3282,6332,7193,7193,7193,7163,7134,7683
2566,5132,7152,9173,5782,1169,1437,2953,7586,7586,7586,7566,7547,3112
3348,6696,7966,9236,5409,1478,1524,2837,4118,5399,7244,5921,4598,2118
4038,8076,8290,8504,1855,1254,1482,1970,6953,6953,6953,6890,6827,1039
3447,6895,3799,704,1134,1919,2020,6011,7194,7194,7194,7033,6873,7779
3988,7977,2409,7621,2702,1964,1250,4355,2878,1402,6308,6663,7018,3842
4012,8024,8090,8156,2419,1665,1310,3484,2439,1395,5479,6170,6862,2870
4131,8262,8181,8100,2303,1384,1219,2459,4741,7024,7055,7055,7055,8358
2956,5913,4461,3010,3082,3648,4010,6096,6695,7295,7295,7295,6456,7266
1665,3330,4876,6422,1095,1284,3363,5442,6200,6958,6491,6495,6499,8228
1565,3130,4664,6199,1045,1145,3340,5536,6646,7757,7455,7277,7100,8341
1653,3306,5577,7848,1190,1212,1904,4781,6047,7314,7476,7418,7360,7872
1771,3543,5112,6681,1127,1168,2986,4804,6230,7656,6739,6554,6370,8548
4052,8104,8531,8958,3483,1419,2475,2210,4099,5988,3451,4631,5811,7825
3762,7524,8100,8676,2851,1580,1755,3203,5177,7151,7151,7151,6545,8710
1948,3897,4119,4341,3916,3944,3463,6120,6658,7197,7197,7197,6453,6987
3070,6140,6490,6841,2035,3237,1005,6320,7200,8080,8080,8080,4662,5501
3959,7918,8352,8786,2964,1626,1295,3502,5725,7949,7949,7949,4922,8110
3643,7286,4816,2346,1639,1540,2998,4424,6198,7972,6994,6469,5945,8381
3922,7844,6199,4554,1438,1358,1871,1816,3105,4395,5969,6539,7109,7290
3978,7957,7398,6840,1477,1283,1793,1820,3145,4470,6908,6916,6925,7452
3965,7930,7111,6293,1705,1598,1905,1998,3644,5291,7170,6854,6538,6370
4063,8127,7435,6744,1445,1311,1711,1563,2625,3688,6935,6829,6724,4165
3990,7980,6833,5687,1430,1314,1729,1948,3597,5246,6947,6508,6069,1797
3571,7143,7599,8055,3651,2056,1691,1760,2284,2808,5078,6139,7200,8029
1399,2799,1969,1140,1323,2651,2937,5498,5120,4742,5227,5648,6070,7910
2677,5354,5287,5220,2309,2489,3449,5544,7617,7617,7617,7296,6976,7485
3772,7545,4783,2021,1466,1481,2572,4775,7555,7555,7555,7286,7017,7480
3930,7860,7527,7195,1835,1301,1518,4631,5800,6970,7299,6051,4803,8245
3802,7605,8146,8688,3322,1395,1398,5152,5152,5152,5284,5284,5284,8116
3570,7140,4501,1863,1317,1909,2740,5542,7184,7184,7184,6786,6389,7549
1114,2229,1885,1541,1463,1895,3030,5770,7606,7606,7606,6361,5116,7661
2595,5191,3766,2342,2898,3686,4522,6417,7395,7395,7395,5750,4105,6974
1566,3133,2471,1810,1328,1811,3328,5184,7670,7670,7670,5996,4322,7342
2853,5706,5511,5316,3223,3757,3825,6239,7368,7368,7368,6290,5213,7052
1005,2011,1548,1086,1429,2421,4680,6796,7051,7051,7051,6179,5308,7615
1792,3585,2353,1121,1529,2125,3893,6180,6180,6180,5261,5875,6490,7979
2664,5329,3844,2360,2854,3413,4793,6664,6664,6664,5104,5252,5400,7646
2086,4173,3351,2530,1992,1842,2522,5236,4509,3783,5852,5852,5852,8230
3933,7866,8437,9008,4348,1475,1382,2710,2710,2710,5618,5618,5618,8144
1206,2412,2012,1612,1199,1217,2077,5642,6178,6715,6715,6715,5497,6949
3909,7819,5138,2458,1080,1501,3493,3539,5163,6787,6912,6912,6912,7008
3837,7674,8203,8732,4312,1585,1791,6530,5359,4188,4802,5628,6455,1613
3416,6833,4264,1696,1143,1574,2991,4408,4919,5431,7109,6713,6318,8660
1208,2416,2328,2240,3168,3790,4720,6843,7462,7462,7462,6768,6074,7539
4310,8620,8618,8616,2145,1680,1450,2629,4092,5555,7166,7149,7132,8314
2037,4075,2830,1586,1114,1483,3421,5360,5807,6255,7412,7412,7412,7366
4149,8299,8632,8965,2792,1619,1379,4899,3715,2531,6740,6740,6740,1239
4095,8190,7725,7260,1879,1276,1516,2932,2292,1653,6649,6649,6649,5515
4401,8802,8844,8887,2225,1340,1353,5386,3982,2578,6714,6714,6714,2529
3763,7527,4606,1686,1111,1451,2298,4616,4899,5183,7246,7246,7246,7548
3996,7993,8355,8718,2723,1367,1588,5135,4186,3237,3933,5419,6906,1418
4327,8655,8687,8720,2206,1619,1919,1976,2070,2165,6947,6914,6882,1736
4184,8368,8619,8871,1817,1396,2233,1892,1886,1880,5576,6492,7408,2182
1712,3425,3388,3352,3164,3482,3972,5906,6014,6122,6854,6930,7007,6939
4149,8299,8188,8078,3286,1743,1510,2718,3933,5149,4168,5523,6879,7243
2551,5103,3668,2234,1675,3324,4519,6511,6424,6338,7115,6587,6060,6209
2624,5249,3943,2638,2172,3803,4756,6044,5751,5458,5789,6381,6974,7465
1788,3577,4587,5597,3448,1341,1444,2647,3473,4300,6801,6738,6676,2730
2008,4016,3363,2710,3381,4165,4938,6840,7069,7298,6432,6665,6899,7640
4138,8276,8265,8255,2343,1374,1494,2035,2006,1978,5262,6033,6804,6525
2884,5769,3843,1918,1409,1730,2289,3732,4644,5556,5944,6076,6208,6028
3666,7332,4590,1849,1799,1585,1739,4393,6318,8244,7534,7678,7823,8281
2438,4877,3359,1841,1239,1721,2651,4301,5668,7035,6408,6469,6530,7824
4329,8659,8295,7931,1787,1224,1375,1713,2027,2342,5072,5958,6844,4667
3019,6038,4287,2536,3026,3665,4378,6177,6888,7599,7028,7017,7007,7787
4271,8543,8244,7946,1508,1335,1494,4145,5397,6650,7157,6998,6839,5024
4183,8366,8649,8933,2290,1295,1440,2297,2597,2898,5394,6001,6608,2966
4192,8384,8238,8092,1640,1292,1612,2953,3110,3267,6204,6648,7092,4001
3480,6961,5851,4742,1292,1591,2394,4593,5003,5413,6007,5409,4812,3535
3989,7979,7481,6984,2001,1375,1499,1861,2671,3482,6330,6804,7279,5578
4017,8035,8359,8684,2289,1685,1575,5401,4058,2716,3264,5002,6740,6142
3663,7327,6565,5803,1459,926,2105,4849,4628,4407,6637,6480,6323,6733
2035,4071,2740,1410,1278,1383,2994,4203,4669,5135,7145,7277,7409,7478
3911,7823,8195,8567,2843,1554,1518,3036,4401,5767,7024,7152,7280,8017
4002,8005,8601,9197,4763,1610,1514,2351,3909,5467,6516,6936,7356,7902
2243,4487,3457,2428,2064,4107,5052,6583,6274,5966,7302,7036,6770,7399
2459,4918,4065,3213,3224,3817,4109,6773,6717,6661,7620,7157,6695,6504
2070,4141,3507,2873,3440,3883,4135,6545,6946,7348,7378,7179,6981,7419
3396,6792,4147,1502,1229,2071,3561,6238,6698,7158,6788,6794,6801,7149
2710,5421,3313,1206,1593,2419,4271,5794,6036,6279,7199,7243,7288,7483
4172,8345,8342,8339,2196,1272,1477,4104,2752,1401,4487,6041,7596,7924
3953,7906,4714,1523,1762,1160,1932,6491,3952,1413,2622,4511,6401,4408
4137,8274,8189,8105,1731,1216,1594,4166,3201,2236,5150,6012,6874,5977
4006,8013,6212,4411,1599,1487,2250,1747,2028,2310,6878,6901,6924,3001
4111,8222,8117,8013,1626,1113,1302,1750,3236,4722,5802,6574,7347,6894
3864,7728,7533,7339,1626,1458,1431,4615,5563,6511,5233,5881,6530,6148
2937,5874,5240,4606,2550,2685,3802,5902,6845,7788,7788,7788,7408,8365
3670,7340,5413,3487,1758,3553,5217,5577,6661,7746,7746,7746,7400,7276
3613,7226,5683,4140,1945,1761,3123,3886,5868,7851,7851,7851,7442,8470
4377,8755,8698,8641,2515,1414,2195,6742,4826,2911,7668,7668,7668,7671
4318,8636,8619,8602,1693,1478,1666,5407,5637,5867,5867,5867,5256,4511
4331,8662,8794,8927,2004,1390,1656,5492,6226,6961,3546,3580,3615,5296
3521,7043,4949,2856,1077,1910,1957,3413,5671,7930,7930,7930,6803,7603
1438,2877,2395,1914,1291,1484,2135,4843,6435,8027,8027,8027,7517,8637
3457,6914,4335,1756,1005,1720,2364,3494,5657,7821,7821,7821,7298,8577
3656,7313,4435,1557,1222,1348,2775,5171,6576,7981,7981,7981,7274,8478
2517,5035,4505,3976,2319,3086,4579,6686,7225,7765,7765,7765,7286,7320
3343,6687,4364,2041,1055,1718,2104,3874,5679,7484,7484,7484,7207,8521
3248,6496,4092,1688,1080,1798,2413,4421,5963,7506,7506,7506,7194,7772
3143,6286,3969,1652,1231,1514,4184,6963,5409,3856,2512,4201,5890,1431
2074,4148,3746,3344,1556,1956,3835,6023,6580,7138,7240,7240,7240,7620
4087,8174,7833,7493,2798,1374,4839,7050,4496,1943,7236,7236,7236,4147
2334,4669,3058,1448,1392,2995,6340,7089,4894,2700,7501,7501,7501,2837
4287,8574,8385,8197,2168,1747,1856,1866,1619,1372,6752,6752,6752,2958
4273,8546,8428,8310,2273,1664,1755,1763,1515,1267,7047,7047,7047,3120
4331,8662,8557,8453,2439,1713,1643,1642,1456,1271,7060,7060,7060,3481
1837,3675,2521,1368,1404,4579,5961,7101,4129,1158,7261,7261,7261,2497
1948,3896,2621,1347,1657,5166,6020,6861,3726,591,7418,7418,7418,2613
2230,4460,2963,1467,1717,4803,5875,6647,4451,2255,7443,7443,7443,2497
2218,4436,2826,1217,1621,4770,6054,6610,4387,2164,3947,5608,7270,2289
2626,5253,5054,4856,3162,3971,5280,6793,7461,8130,8130,8130,7032,6462
3592,7184,4967,2750,1147,1839,2628,3397,5580,7763,7763,7763,7214,8464
2874,5748,5772,5796,2193,3045,4589,6916,7519,8123,8123,8123,7076,7954
4023,8046,7712,7378,1912,1807,2011,3416,5512,7609,7609,7609,5671,2069
3024,6048,7303,8558,5997,1679,2000,4686,6486,8286,8286,8286,6530,4433
1363,2727,5616,8505,5932,1449,1618,2512,5022,7533,7533,7533,6977,8243
2777,5554,5881,6209,4385,3102,3358,5404,6629,7854,7854,7854,6923,7519
4309,8618,8405,8192,2175,1408,1671,3428,2642,1856,6747,6747,6747,3073
4243,8487,8352,8217,2178,1445,1537,3226,2467,1708,4224,5561,6898,3242
3790,7581,4655,1730,1395,1739,2283,5286,6305,7324,4200,5590,6980,7542
2308,4617,6736,8856,4615,1489,1553,2536,5059,7582,7582,7582,6923,8635
3967,7935,8107,8280,2157,1433,1444,4915,6401,7887,7887,7887,4975,5377
1438,2876,6010,9144,6574,1642,1433,2545,4767,6989,6989,6989,6440,8051
3975,7950,3954,8429,2387,1425,1459,6117,6389,6661,6661,6661,6112,3887
3601,7203,7321,7440,2690,1941,2040,2856,3861,4867,5738,5738,5738,6189
2957,5914,4549,3184,2997,4086,5047,6778,7165,7552,7552,7552,6663,7597
2851,5703,4955,4208,2404,2703,4580,6783,7450,8118,8118,8118,6543,7486
3125,6251,6110,5969,2547,3299,3728,5754,6892,8030,8030,8030,6900,7849
3117,6234,3767,2542,2473,3126,3658,5849,6902,7956,7956,7956,7057,8053
3562,7124,5444,3765,2370,1445,1572,2012,1797,1583,4368,5537,6706,4792
2311,4623,3362,2102,1660,3847,5603,6396,4168,1941,7097,7097,7097,8563
2418,4836,3465,2094,1372,3510,5627,6863,4185,1507,7236,7236,7236,8509
