"Latitude","Longitude","X03.01.2017","X15.01.2017","X27.01.2017","X05.02.2017","X08.02.2017","X17.02.2017","X20.02.2017","X01.03.2017","X04.03.2017","X13.03.2017","X25.03.2017","X28.03.2017","X06.04.2017","X09.04.2017","X18.04.2017","X21.04.2017","X30.04.2017","X03.05.2017","X12.05.2017","X15.05.2017","X24.05.2017","X27.05.2017","X05.06.2017","X08.06.2017","X29.06.2017","X02.07.2017","X11.07.2017","X14.07.2017","X23.07.2017","X26.07.2017","X04.08.2017","X07.08.2017","X16.08.2017","X19.08.2017","X28.08.2017","X31.08.2017","X09.09.2017","X12.09.2017","X21.09.2017","X24.09.2017","X03.10.2017","X06.10.2017","X15.10.2017"
28.154384,77.785188,0.14358614385128,0.123992726206779,0.137909770011902,0.0714970603585243,0.125077754259109,0.0716569721698761,0.0634272620081902,0.0596027672290802,0.0670593827962875,0.0711485221982002,0.0686365887522697,0.0548207871615887,0.105183735489845,0.0501884445548058,0.0503935031592846,0.0646074190735817,0.059946708381176,0.0814018845558167,0.0663155391812325,0.0981128662824631,0.0537637621164322,0.142042428255081,0.080565519630909,0.0999028608202934,0.0199668351560831,0.0300056021660566,0.0840415358543396,0.115965895354748,0.126140221953392,0.166889488697052,0.271869897842407,0.15860553085804,0.146410971879959,0.0690831989049911,0.133349791169167,0.10226932913065,0.118337363004684,0.116640098392963,0.0730964243412018,0.215205118060112,0.111156463623047,0.123752526938915,0.0449742861092091
28.154015,77.784587,0.174242123961449,0.112281739711761,0.138925686478615,0.0773982033133507,0.0354752503335476,0.0784162059426308,0.0619819536805153,0.0366587489843369,0.0432704426348209,0.0411963760852814,0.0511587336659431,0.17030069231987,0.0855565816164017,0.0492934361100197,0.0838182270526886,0.138658225536346,0.110418483614922,0.098349004983902,0.192745491862297,0.212680116295815,0.239196643233299,0.289575219154358,0.306992918252945,0.259426563978195,0.014976286329329,0.0205918606370687,0.0260699912905693,0.0721841752529144,0.0864784494042397,0.176593422889709,0.190344601869583,0.183801740407944,0.260159701108932,0.154272392392159,0.186418384313583,0.116568453609943,0.117196530103683,0.140031665563583,0.0645020008087158,0.110061764717102,0.0680092051625252,0.114111974835396,0.0316406339406967
28.15376,77.784265,0.109489552676678,0.0927928164601326,0.0747685208916664,0.0996713638305664,0.0513784326612949,0.0434023216366768,0.0447146557271481,0.0668780133128166,0.0282986126840115,0.0682330206036568,0.0961308926343918,0.0609852597117424,0.0475417822599411,0.0237631574273109,0.045879915356636,0.0492812395095825,0.0384175889194012,0.0636325627565384,0.107525080442429,0.0945348218083382,0.0584177672863007,0.161498785018921,0.0562658458948135,0.106851696968079,0.030144153162837,0.0174369551241398,0.059453334659338,0.0928280279040337,0.151501044631004,0.203530341386795,0.152874827384949,0.260467559099197,0.154926910996437,0.231256991624832,0.262708008289337,0.120463490486145,0.0891815647482872,0.117466069757938,0.0620809718966484,0.0852347165346146,0.116479881107807,0.0821954235434532,0.0444083400070667
28.15394,77.785681,0.0731885433197021,0.107173711061478,0.154066354036331,0.0650768280029297,0.056965671479702,0.0843616127967834,0.0368607379496098,0.0442891716957092,0.0648982673883438,0.0836960300803185,0.127398192882538,0.0798295885324478,0.10319135338068,0.0719344690442085,0.097274012863636,0.038177877664566,0.0670555010437965,0.0531359799206257,0.108138479292393,0.0941631495952606,0.0912153720855713,0.0876451060175896,0.140292301774025,0.135914161801338,0.133539393544197,0.145705208182335,0.160175353288651,0.201188117265701,0.19629955291748,0.288671106100082,0.134421989321709,0.153658881783485,0.143322333693504,0.144681915640831,0.159977167844772,0.182667717337608,0.188049226999283,0.237029522657394,0.0879346653819084,0.1186658218503,0.167923599481583,0.189971178770065,0.153395235538483
28.15342,77.784995,0.152839630842209,0.103050775825977,0.0855318233370781,0.0670251697301865,0.111430048942566,0.0612834542989731,0.0574297979474068,0.053358506411314,0.0467374883592129,0.0527730844914913,0.053834605962038,0.0600608289241791,0.122695043683052,0.0385089330375195,0.0432964041829109,0.0447837524116039,0.0569904968142509,0.0617752783000469,0.0487318970263004,0.0603772550821304,0.0846078768372536,0.145438760519028,0.224079295992851,0.161473259329796,0.168954074382782,0.0896068513393402,0.124758183956146,0.0798551440238953,0.099335752427578,0.167784318327904,0.0824035331606865,0.160694539546967,0.116259418427944,0.104166485369205,0.147627592086792,0.171959891915321,0.12523952126503,0.153670966625214,0.123474352061749,0.223480865359306,0.104961179196835,0.110727787017822,0.127820819616318
28.153192,77.785199,0.172492474317551,0.0737551599740982,0.121864601969719,0.0886575058102608,0.0814528539776802,0.0779598131775856,0.0680758953094482,0.0402313470840454,0.0435558222234249,0.050609678030014,0.0569209419190884,0.0462412424385548,0.0401770360767841,0.03374307975173,0.0622677765786648,0.0278616286814213,0.0466385819017887,0.0627063661813736,0.0737626105546951,0.057601060718298,0.111978732049465,0.0816759020090103,0.242721810936928,0.221261888742447,0.0943252816796303,0.127877295017242,0.130972325801849,0.14184045791626,0.103385269641876,0.217621147632599,0.139893174171448,0.272680312395096,0.138705030083656,0.11554954200983,0.119393981993198,0.231526151299477,0.112527258694172,0.151431515812874,0.114463157951832,0.233554184436798,0.150892376899719,0.110479488968849,0.150378882884979
28.152861,77.785574,0.12620647251606,0.110874988138676,0.230150774121284,0.177395850419998,0.094295859336853,0.15139327943325,0.148131042718887,0.167411804199219,0.127619788050652,0.197729855775833,0.088156633079052,0.0626051053404808,0.0491561591625214,0.030323913320899,0.0466750003397465,0.0525140091776848,0.0426560938358307,0.0677784606814384,0.100862771272659,0.0661527737975121,0.130556225776672,0.11789658665657,0.123054258525372,0.165252789855003,0.158876225352287,0.151867389678955,0.15418866276741,0.161317840218544,0.112787038087845,0.169811174273491,0.131959587335587,0.19615475833416,0.232401713728905,0.103303469717503,0.180032297968864,0.15230318903923,0.165403872728348,0.21454618871212,0.184858128428459,0.177261054515839,0.208741322159767,0.183009788393974,0.162282198667526
28.153486,77.785842,0.237797141075134,0.251388788223267,0.173586666584015,0.100543931126595,0.116078972816467,0.153923854231834,0.154083356261253,0.0854727625846863,0.0957223922014236,0.122517772018909,0.0925461649894714,0.064191997051239,0.0784311890602112,0.0521282404661179,0.0927649885416031,0.0849236994981766,0.0718791261315346,0.0790301412343979,0.213403463363647,0.183184668421745,0.216104283928871,0.149181872606277,0.138132497668266,0.162822857499123,0.138148680329323,0.206770166754723,0.116910964250565,0.226260125637054,0.13771066069603,0.205777183175087,0.242732062935829,0.287125378847122,0.186127722263336,0.183659568428993,0.100436449050903,0.178084596991539,0.137907147407532,0.2248664945364,0.182371467351913,0.275987088680267,0.153365910053253,0.209664642810822,0.147371128201485
28.153656,77.787377,0.166788578033447,0.164805248379707,0.14593480527401,0.173032343387604,0.0880468487739563,0.124064825475216,0.151728436350822,0.166556060314178,0.109471090137959,0.147845476865768,0.0545354299247265,0.0622864998877048,0.110463984310627,0.0477953441441059,0.0811080038547516,0.0979477688670158,0.118889085948467,0.108898870646954,0.141488283872604,0.0923512578010559,0.162865847349167,0.119003646075726,0.137026280164719,0.174534678459167,0.183408245444298,0.245863407850266,0.0828745439648628,0.146503612399101,0.12932063639164,0.316173106431961,0.1534673422575,0.294927835464478,0.17008139193058,0.231791377067566,0.15144844353199,0.231862455606461,0.154054164886475,0.25255024433136,0.136622309684753,0.221859186887741,0.0942590907216072,0.221190541982651,0.114493295550346
28.154451,77.787559,0.172330230474472,0.120088621973991,0.202666461467743,0.0756204947829247,0.0486937165260315,0.082663431763649,0.0658372715115547,0.150586396455765,0.0591485910117626,0.10584944486618,0.147560834884644,0.114791944622993,0.0530549846589565,0.0405047424137592,0.0309260170906782,0.046235479414463,0.0299737621098757,0.0711909383535385,0.0883003398776054,0.0781428068876266,0.108453594148159,0.0571930781006813,0.0743102803826332,0.102336257696152,0.159117802977562,0.139788940548897,0.0854299888014793,0.15666851401329,0.104789078235626,0.197183474898338,0.101214312016964,0.263137012720108,0.128555417060852,0.127782270312309,0.198100745677948,0.295713484287262,0.0999170914292336,0.189167052507401,0.129714623093605,0.100815333425999,0.0649592503905296,0.115870989859104,0.0789240375161171
